user_id,signup_date,gender,region,subscription_type
7ff531f1-b8a6-4338-9915-26f660148e43,2024-04-12,,EU,premium
751d306b-616c-4222-8815-62c520dfe8a2,2024-11-26,M,,free
c14bdcfa-323a-4283-96df-5eaaa5de25ec,2025-02-18,,LATAM,free
409876c6-97d5-4844-84f5-cbb59542053e,2024-08-28,M,,premium
232ba318-1435-4c30-bdfa-e64686c075f8,2025-06-17,F,LATAM,premium
40142516-7353-4968-a9d5-79824e3d8c7d,2025-04-01,O,,free
d3f5e1c2-3687-48f3-9ef1-1e9f1230d409,2024-10-18,M,,free
74c0e567-8989-466a-8500-5d2d2647332d,2023-11-14,M,APAC,free
97c982c2-dc2c-4fcf-a387-d34b3ea2229e,2023-09-22,M,,free
71e10b05-696a-4d48-b563-ce9e4616bcdf,2024-12-31,F,EU,free
f21079dc-37e0-470e-bde0-9ea256a85bd2,2023-06-21,M,EU,free
5b187173-c01d-4830-bfdf-93131a631f90,2025-04-17,M,LATAM,premium
72d9e320-01ee-4d4f-96fd-fc3d48795554,2024-06-06,M,EU,free
cfca7520-615e-4a05-ab57-8b9d209cce05,2023-12-29,F,EU,free
37441c8c-cd9b-4443-9200-ed3eb966df21,2023-08-26,M,EU,free
01722069-1b69-4037-8737-cdc590d2140d,2025-06-05,,EU,free
3a9c1d68-f2db-470b-8677-e7272125941b,2025-04-10,,,free
653265cb-3c6d-4c0c-a4ca-25bd104c687d,2025-03-22,M,EU,premium
0674c033-55d3-49d7-a7a9-f36ce120a188,2024-12-12,F,,free
105a105c-e31a-4825-9a60-9e8ef19e0293,2025-06-16,M,,premium
384c7465-8618-4d85-bc28-6af1857079be,2024-08-30,O,,free
7b0b03aa-5a3c-43d6-b9b2-8fe6af59f023,2023-11-29,F,LATAM,premium
1e7059a8-bc87-4de6-a33f-aedce92db379,2024-12-30,F,,premium
49ad8662-9680-4d6f-80fa-31b95cdf4732,2024-11-05,M,,free
d4d2a100-2605-4c01-996a-aea213e18c37,2023-10-23,O,EU,free
c9c9d512-c190-47bd-9527-069580e9681d,2023-12-12,O,LATAM,premium
dc76c1d3-98f8-4eef-a1d7-d8ff530edafb,2024-09-27,M,EU,premium
3172ceef-619b-4438-bd58-b3be7673aac4,2023-07-20,M,APAC,free
c2f00d84-ffdc-4630-82f6-71a72d3613ad,2024-05-23,,EU,free
8ff88609-0782-4533-b806-f3dfda93bc0b,2025-06-10,M,,free
925e4428-1bf8-440f-b8e4-c81a7d3aed3f,2024-01-31,,,free
9d3b6cd1-71e7-4cfd-9f78-8d38a2d05be5,2023-07-23,F,EU,free
16015d28-a320-4aa1-821e-cc7ae081f830,2025-05-18,M,LATAM,free
7e05b4f4-a51f-4f00-b4fe-64ea477ae233,2023-11-07,F,APAC,free
71f0872f-a86d-43f8-b27a-9d63316a13df,2024-05-01,M,,free
e97ee425-b67f-465b-aa94-6f09d65605f3,2023-09-10,F,,premium
53be969a-78b7-4727-8f96-11357532029d,2025-02-05,F,EU,free
96f8a0be-ea44-4faf-ac9d-78bc7b9308d4,2024-03-29,F,LATAM,free
caee8f00-7258-455c-9db0-d377b97c08b0,2023-08-20,O,,free
de642ae5-d2b2-43c0-9458-ea959aaa5129,2024-05-22,M,EU,free
36d1b2c4-057a-48f6-90bd-c2e5a46d209c,2025-05-15,F,,free
993f1fcc-c947-4234-a581-7edd51fbff36,2024-01-01,F,,free
96c9cd62-5142-4ea9-be8b-45cf2ba50f3d,2025-05-19,M,EU,free
d1af53dc-e760-4414-b94f-3d7d1eda52a5,2024-12-22,F,,free
0ac214b7-6244-43ad-b971-1d44ef2a36c3,2024-07-21,M,,free
3c4cfd60-4287-4b2b-bfa2-75e8f60ab2cb,2025-03-18,,,free
97e99c4f-cd31-4c58-9c01-ab09bee6ab48,2025-01-22,,,free
4f4490c0-68f9-4d65-8e04-1bbc98d05879,2025-05-07,O,,free
c0f49716-9a19-4f17-861a-07804758a4cc,2024-11-28,O,APAC,free
c642703f-7654-4fbe-a2ed-b11fe7f5ab4d,2025-06-05,F,EU,free
b29fdcaf-512b-4b8a-86a9-61a4bea07290,2024-03-07,F,EU,free
1870b528-8d6c-4afa-851b-acf3b8b61f18,2024-02-06,M,,premium
1ae327d8-3c25-4904-934e-17141b451390,2025-03-24,F,LATAM,free
8528a82e-0866-4d2b-b14f-ae30139f64b4,2024-02-05,M,,premium
09ef2699-7faf-4790-bc7c-94929b73e4f8,2023-10-17,F,,free
54e74552-392e-4eab-a6aa-d3f6e41cd5f5,2024-11-10,F,,free
00968c2a-0843-4c09-b340-6a56e5048d6f,2024-07-23,M,,premium
2da5e6cf-916b-44de-a119-deb83eca8e0e,2024-06-29,F,EU,premium
510db83e-f087-492a-ae30-c1e137368556,2024-08-24,F,,free
e5c864d9-6a46-4709-a347-aee48b1b85bc,2024-05-07,F,,free
d598daf2-d135-44ca-ad8f-b3c300cab372,2025-02-24,,EU,free
4e8d703c-6f2c-4e31-a31b-6606bdaac184,2025-04-24,F,EU,premium
cc2aae70-2e94-4402-a0e5-92b956dbb051,2024-02-26,F,,free
3ed32c51-c129-4413-83f5-2628b8a6f88a,2023-12-08,O,,free
d728e3ea-6567-4784-b397-2c1832c6149c,2023-08-05,M,,free
7f3ee5b2-1435-4ee7-8f3d-68a1cb9519c0,2023-11-10,M,EU,free
d71604ae-1834-4f6c-b8ed-23a90cfd9fdf,2023-07-01,M,LATAM,free
1a189355-8ae9-4ad9-be82-ac4e046c6a95,2024-06-18,F,EU,premium
fee59271-c14a-4121-b41e-efbbd8c91fb1,2025-03-25,,,free
8176b471-e456-4f0f-852b-99692bd3201f,2023-07-29,F,,free
c46747ea-d911-4231-9a8b-ad7a64142f06,2024-10-28,M,,free
6adc1586-5331-4678-afb3-33b637f8da38,2023-11-17,F,EU,premium
e4f8ee54-c797-4eec-8e1e-166bfe49345f,2024-01-15,,EU,free
c1f5e44e-a3db-45a7-a4f9-81f43eab8687,2024-05-14,F,EU,premium
a6890063-530d-4733-8986-2c153704670c,2025-03-25,O,,free
37a817d6-1c93-420f-9fb7-3ff96a50290b,2024-01-30,O,,free
2b241d7b-db87-43c6-adf1-a190c9fe505e,2024-09-18,F,APAC,free
94006221-f1aa-483e-adf1-3962d981138a,2025-06-01,,EU,premium
bb4d530e-277e-4b9d-9b5a-b6fba2dc73bc,2024-02-20,,APAC,premium
c5e73877-aa0b-4790-9db4-27d3915ef451,2023-11-04,M,EU,free
a2389a11-e061-43d3-bc2d-fc07fbc450c0,2025-01-24,M,EU,premium
55cdf15a-cc94-43ee-a3e2-6d01ad6a2e25,2023-12-03,F,,premium
30a814b2-122d-497b-bab6-8a77db2b98da,2024-10-29,,EU,free
70560807-7d72-415f-bfc1-b380a71450b6,2025-04-25,,APAC,free
7d99fc79-e9cb-41ed-8630-ef2c2f166b85,2025-05-19,O,,premium
45b1eec4-f449-47dd-bbc1-1b53ff1a878e,2024-10-15,F,,free
f772512f-a850-4791-9b23-c761d48a1891,2024-07-12,M,LATAM,premium
17bd3e52-b538-49ad-83f3-83ece63da52f,2023-08-29,M,EU,free
4337691a-dd2c-4e08-893f-b228020572e8,2023-11-09,M,,free
c2cabb07-1351-40a0-9f50-0c2f48013b83,2023-08-11,F,LATAM,free
ffe737ef-b865-4dcb-b801-5fbf7909e193,2023-10-04,M,EU,free
6cf188bf-1a29-4a47-b04f-1c84e4b292a1,2024-12-18,F,LATAM,free
bcddfe5e-49b3-4211-b6ac-880ebaf4982f,2023-09-08,O,,free
806900f2-71c7-482b-b0e2-e7554e2cd83f,2024-03-21,F,APAC,premium
f57b6900-c62c-46ce-b22b-d1e083a0c257,2024-04-21,O,LATAM,free
a36abaa9-46e5-4c42-86b4-7d5fea7ccf0d,2024-05-10,O,EU,free
cdee82bb-830b-4168-8a50-8b29851294db,2023-10-01,,,free
f13e3c0c-99d8-4219-aff6-91bbac89c3b3,2024-01-22,M,EU,free
4ab0a4f4-84d0-4173-90ef-85ded0728100,2023-07-09,O,APAC,free
5d7a86ed-3efb-4eec-9cf6-b4863aa4f54c,2023-12-04,M,,premium
a07316e0-9418-4e60-8bae-6217e111bf51,2023-08-26,O,LATAM,free
95a56a53-48e3-4272-bfc6-8b01160ea91b,2024-09-03,M,EU,free
935f82a5-e73b-4937-b16a-dffe1af9daba,2023-11-26,,EU,free
736058c9-6d96-41b1-9010-ed5ba73a75fa,2025-02-04,,,free
4e6bf9e5-5f98-464a-ac60-1469d6711eb0,2024-06-14,M,EU,free
87149164-f092-437e-8687-711afd9dbc7c,2024-12-25,,,free
47801e5c-4a1d-4f94-8f84-959f257de176,2024-02-10,,EU,premium
0a9d9f5b-0a84-44d6-b7f1-879fd5429e74,2024-07-05,M,EU,premium
66c3d8e9-05d0-437b-917b-db3a11a4e072,2024-02-16,M,,premium
b0847d5f-f1f3-4fa2-af85-cd362e5756dc,2024-05-24,F,,free
0f4b8822-1401-4bb0-a7a6-b5f86a75cdef,2025-03-06,M,APAC,premium
d5f6a5ec-43ee-4b2e-bfec-4bb24070bcc3,2025-03-19,M,,free
94847795-6394-42a7-988e-82796cc9cc0b,2023-10-26,O,EU,free
ccba2053-a66e-477c-9282-ee42e8362311,2025-04-03,,,free
6c8a7dae-a15e-4ce6-8992-76b5dcc25223,2024-05-08,F,EU,free
b7d52ab6-ff71-4362-bcd8-eccd623716f0,2023-09-04,M,EU,premium
67a574aa-9bbf-4e0b-aad3-3bf663ba2429,2023-11-14,O,,free
6dc84d42-a21e-4f15-a98b-79a67be24819,2024-01-27,M,EU,free
1a369c15-71fd-4ba1-bcc8-babb6411e195,2025-06-12,O,,free
48936de7-b4e9-4314-b8ac-b56097f7ce99,2025-05-28,M,,free
57139453-f16c-4d37-be4a-8a312c176964,2025-05-27,M,,free
51d58d56-fbd4-4740-9f9e-42a2c333b4b2,2024-02-15,M,,free
87b2e513-f677-4eb3-9c5a-119937d456d4,2023-07-25,O,,free
e6790505-261c-4c74-b621-e1c77823bc75,2024-12-27,M,,free
51e3457d-24f2-4078-868f-651bf939ddcf,2024-08-06,F,APAC,premium
e58a79fd-cf42-4f05-8cc7-ab149360e1e8,2024-09-02,F,,free
70678809-92a3-4c09-95c6-2fdf4ba048ec,2024-09-13,M,,premium
f39ed54b-ae52-4aaa-9a6f-60958fb1d8df,2023-10-21,F,EU,free
d59b6237-3dbc-4990-a4b1-d799ed8798df,2024-08-13,F,EU,free
13b24a2c-3699-4795-9c17-6c8200b16afc,2024-03-10,,,premium
2b4e7920-37be-4c58-a2ae-c4800594fbe0,2023-08-02,F,EU,free
c783c78b-45d5-40be-b554-b6760bf3f6ff,2025-05-15,M,,free
e2511e0b-ad3f-4ea4-a510-2e8a8a155067,2024-02-18,M,,free
fab48625-b1f8-480d-9055-9517962221d1,2025-06-14,F,LATAM,free
97dcd89e-503e-43f0-b671-536f824c6b6d,2024-09-30,M,LATAM,free
d6d8fd8f-8624-46b8-8b23-5c4ceb2951fb,2024-10-22,M,LATAM,premium
7f118266-4d22-456f-9ef3-84fe5209d63d,2023-11-11,F,EU,free
6683c04e-c47a-41ff-ba29-fcbc9bcc69ef,2023-10-24,F,EU,premium
d88e7d5f-e1c1-40f3-a89c-35f982f268ad,2024-07-08,F,,free
e81672ce-287a-4e89-ae04-b14bbd4a122c,2023-11-25,F,,premium
51e8e67e-371d-4862-ace8-49e249dab863,2024-07-27,F,,free
99cf8cab-8ffc-4918-80b8-6ebe608c435e,2024-04-04,M,LATAM,premium
68993273-9038-4f11-a3e9-24d5a4a3657f,2024-10-03,F,,free
26c27d61-d73f-45b4-94e6-767f4f6e2053,2025-05-17,F,APAC,free
880c521b-cdde-43f0-9050-1b47f2e83935,2024-02-27,,APAC,free
85538a7d-3d2f-44bf-9948-1bcf05c71803,2024-12-18,F,EU,free
624b6c64-913d-4cb4-9bfd-9e0b699d3d1d,2024-07-23,M,EU,free
84ae0b89-b4e8-400f-82cf-d1bed218b1ba,2023-09-08,M,LATAM,free
9ea7cefa-5783-4bea-ad7c-19281ae244c1,2023-11-14,,LATAM,premium
4e8de5ec-9685-4017-8111-43ee08a5dd57,2023-11-01,M,EU,premium
91e2f687-b3c8-43f8-8cc8-f1b0a827c328,2023-08-08,M,,free
97e297ca-3c9c-4bf2-b878-212776b6078e,2024-05-10,M,APAC,free
631f8d98-17cf-43b6-bd05-41e65c1019db,2025-01-28,F,,free
69ade303-e7aa-456d-83ff-248dab5aee1a,2025-03-30,O,EU,free
02ee5b50-9bca-4c5c-bd4d-b847c281ae9c,2024-02-26,F,,free
a0e96bcf-ba80-4e65-b1dc-8589c8414ae1,2023-10-14,M,EU,free
41b17f11-f5ee-4328-abce-0367078d9d8f,2024-11-06,O,,free
a83b1f38-e49e-4455-bd2f-f86c206afacc,2025-01-23,M,EU,free
f47a7325-bcff-4c71-9d11-8bb9d8adde6c,2024-10-19,M,,free
759c102e-4bf3-4421-9254-0f3d7ee317bf,2023-07-19,F,APAC,free
5f07288c-0c4b-4962-8cbf-d9173286e94f,2025-04-06,F,APAC,free
1a9f43f6-446d-4859-baf3-f9ef0ff40de0,2024-10-17,O,,free
2a1f2218-4881-4970-ba8c-e566c055a61b,2024-02-07,F,EU,premium
5ba46dcc-a572-469f-bb91-55301090c17b,2025-05-15,F,,premium
af4b9731-cc30-4d70-838b-b8a6482e95d4,2024-08-31,F,,free
00e05d12-f442-4109-85f5-c72dda3ad772,2023-11-19,M,,free
fb3cddaa-f641-40ef-af35-2f8356a358be,2024-07-27,F,LATAM,free
8a5d346b-8ca8-4cc4-898e-075eb038bb19,2023-10-16,M,,free
d5b77fc9-ad9d-403d-ab94-049ceb7d07e0,2024-10-28,F,,premium
2dbd39f2-6b7f-4699-920d-a47915145613,2023-07-03,M,,free
8fca3d4f-c2ae-4ebf-907a-be31aa4735a9,2023-10-22,F,EU,free
dea7a0f0-c8df-4098-aae2-6aed188476e8,2023-10-06,O,,free
9c296652-b1b9-4ae5-b478-244d50e339c1,2024-02-18,M,,free
f944658f-2e9d-402b-81fa-d3e18145b0f8,2025-03-17,F,,free
90b3cabc-610b-447c-9f64-1a520d3a4509,2024-12-03,M,,premium
4545150a-ebbf-43d3-9df4-1e37029c573e,2023-10-02,M,,free
a8d52709-fbe8-4c30-9d79-3983a52a9b11,2023-06-22,F,LATAM,free
726f921d-4ba4-44c7-8e78-7ac50d95ea6a,2024-08-01,F,APAC,free
0383fa07-85e9-47d6-a4f2-a59b8eeea001,2024-04-26,F,,free
bd9772b1-9c3a-456c-b3f0-26a35690e04c,2025-03-02,M,,premium
a36ab70f-a919-41a4-b7b0-ec80aaa49ed4,2025-06-08,O,,premium
85814f14-9378-4c91-8fd7-61c62ae611a1,2025-01-02,F,EU,free
caacd046-2f11-4d48-8d26-76cbe4feb2d5,2023-08-10,O,LATAM,free
f9210dc7-a8b0-49f2-a34f-ff442fab468b,2025-03-10,F,,premium
f5dd1a4f-b8d6-41b2-9acb-103c73a3b98c,2024-11-03,O,EU,premium
67e00775-834f-4b55-97e3-8e896867e824,2023-07-23,,EU,free
254808ae-a46c-4ebc-8599-94ecbca14574,2024-05-23,F,,premium
770b21a2-98b6-48bc-b404-e3601394ce6c,2024-01-09,F,,free
d25fe434-1d48-4ded-9343-f50a813fef76,2024-06-03,F,APAC,free
7becdbe4-87f5-4ac8-a6db-0c6e77a11a75,2023-11-01,O,,free
1064e830-cf21-4792-a100-36f35a998074,2023-09-11,M,EU,premium
f0412151-151b-4ab6-bbf4-8b9a5511becd,2023-12-16,M,EU,premium
3a693a87-f7a8-4255-a8e3-cd3377d01532,2024-07-28,O,LATAM,free
76af90b9-f6b6-47fd-888a-d075e55fe460,2025-04-16,O,,free
770d8519-b4c8-45f6-b559-9c489c1d3e75,2023-10-20,M,,free
5da29fde-a6fc-483c-9560-f0bdb1f9582a,2024-06-11,O,,premium
fe29f286-311d-4b62-9532-11d54926f4e7,2023-07-29,,APAC,free
f18301d9-2c8e-4d76-8a49-eac6051f1950,2024-05-10,F,LATAM,free
751466f6-8a77-4286-8fd1-f18df1934231,2024-07-25,F,EU,free
6706a138-33d3-4158-8881-cc7a1935e22b,2024-02-01,M,,free
0614df25-0431-4447-ac17-2cbd16d4b0b7,2024-09-27,F,EU,free
e798ebd0-1c9a-42f6-88de-45dd5c45391c,2024-10-02,F,,free
9d73e57e-1b51-46a8-b5ba-3b5bf6841abf,2023-09-09,,,premium
45c9239b-480c-4aab-a45f-b8397407cd6e,2025-03-27,,,free
97b3c706-c151-42f2-b1d7-3ea0b0ca74b8,2024-10-10,M,,premium
7e173a1b-d225-4c09-b31f-065d66e1551c,2024-01-31,F,EU,free
0abbba2f-8feb-484c-b219-ee3f5fc0d930,2024-12-18,F,EU,free
072126b0-c4ca-4b36-9925-2a5a859f3a14,2024-06-16,F,,premium
a8506e32-96ed-4d78-9c8d-3b0b8b45116e,2025-06-06,,EU,free
91b9b335-85ac-44c1-a057-3369a470f2dc,2025-02-28,O,,premium
7a71ad7e-ac1d-45a8-9592-f7e6c236063c,2024-03-13,F,EU,free
7a83f395-3a77-4a25-8bd6-2119d2138026,2024-05-07,,,free
a5ec3a2a-8f50-4b5f-8c94-e4ecb4e7c8b1,2025-03-13,M,,premium
6e3035b3-812f-4923-95c4-3ca7c5d0feba,2023-08-12,F,APAC,free
46bbb71e-abf8-4d02-956d-99aa3d7a2c29,2024-08-02,O,,free
8fd07589-fb41-44e4-9bba-0e94253e3ad2,2024-09-23,M,LATAM,premium
2f0d8dbc-81f8-4a43-964d-e0143aab0d0b,2024-02-09,,,premium
7d93e166-1c58-45a0-854c-a00616f794e6,2025-04-29,M,,free
2263eefe-802f-48ea-bdc9-595772d6ee0e,2024-08-24,F,,free
4bec142a-ae68-4583-9b4a-85e1f10e6097,2024-02-19,M,EU,premium
9d3412b0-9803-44ca-a681-4e64338c5199,2023-11-02,M,LATAM,premium
05a0c1cb-e417-4782-a01b-b066abe875bd,2023-10-08,M,,free
f3f54562-d5b9-4054-ba29-09318c5afb89,2024-11-06,M,,premium
4cc8346e-0105-444d-96aa-10771655a944,2024-07-18,,LATAM,premium
041b86f6-2c50-4f21-a4af-2362ec147098,2024-05-06,M,,premium
55a9a784-0a2e-466a-a906-11c3bb24208c,2023-11-09,F,EU,free
bcaaae8c-6c5c-4373-9462-5cad18c3b5b3,2025-02-07,F,EU,free
b2318833-8456-47a5-a6d2-fbaa9031bb2a,2024-11-15,M,LATAM,free
6c3a92f7-7965-4a56-b687-2436afbb66fe,2023-11-25,,EU,free
2c1d727c-613d-4181-8828-ef9c238ef243,2024-11-18,,,free
4c27dc9c-d224-4480-8d4b-7846044e5d5e,2024-10-12,M,,free
52e31a29-efd4-4400-9d77-ea89a9e84a66,2024-08-16,F,,premium
82ee07a5-bbe5-46c2-bfbc-b265f149ca19,2025-03-27,O,EU,free
6386e424-383e-4c06-8fe6-40f28657f848,2024-09-17,O,LATAM,free
4834e1a4-a145-48e2-b5e3-33713e2808d8,2024-03-30,O,,free
0f60f7dc-f3fd-4967-ab1a-925ca8e88bc1,2024-12-26,F,,free
68fd2107-3412-4911-b0cd-b559737e2f8b,2023-08-09,M,,free
21461ad6-bcb7-405f-895a-421687cd3c90,2024-07-19,,,premium
809fe216-0076-4524-8366-02f2203942d4,2024-05-16,F,,free
52a7579d-536e-4ded-9993-02380d464c52,2025-01-17,,EU,free
43fab6fe-7dbb-4d81-b22a-a9bcf901700f,2025-03-26,,EU,free
1b546dc1-5813-44eb-878b-2e05c81295cf,2024-11-13,,LATAM,free
3691b9cc-e7a2-408e-9146-a185c05ff4a0,2024-05-31,M,,free
317202aa-da3f-4b64-abd8-d10ea9792920,2024-10-18,F,LATAM,premium
638760b5-78f0-42d7-b2e0-9c68321e859f,2024-12-10,F,,free
5b8888ea-0ba2-4703-801e-c30562843eeb,2024-01-29,,EU,premium
599cc171-1160-4005-8d81-3cde8b45cddd,2025-01-12,F,EU,free
39a218e7-bfbe-4848-b39b-94bdee84fdba,2023-07-01,F,,free
5e1bd5be-7320-4d2c-b7bc-606d69dfdf85,2023-10-09,F,,free
79d82245-f5c8-4880-b85c-b95bcfadd022,2023-12-05,,EU,free
9efa992d-7ad5-43c7-ab75-c1ee7841e3ad,2024-11-09,M,,free
caf025e9-7dde-48ed-a0f5-185dac018a1e,2025-05-26,M,EU,premium
ad3d40db-8ac7-4eed-b603-a3c5c712d509,2025-03-16,M,EU,free
230a04db-9992-4cea-af4e-0cfcd5a43d0a,2023-08-15,F,,premium
d57a3e3a-7407-48e6-8d79-b6a937aea9ea,2024-10-08,O,EU,free
aa4169c1-43da-42ff-97e2-f468a6b5c725,2024-08-26,O,,premium
4d7ee1c4-39a8-4682-b255-e1b49e781149,2024-12-13,F,,premium
56a942b0-f8d5-41b5-b4d0-947b7967f702,2024-02-10,M,,free
d504ec33-47f9-43cc-ab79-5cc65a059c29,2024-03-20,M,,premium
e5c07d68-923e-4cb8-9d44-1db0e9f0cded,2024-07-22,O,LATAM,free
0ec0cc90-6fea-4aee-b5d1-1c60c7ca1b9f,2024-05-14,F,,free
5dfed212-62da-49c4-9dac-6f2c98118a2c,2025-05-28,F,LATAM,premium
21467152-acac-4695-84df-5eeecc8e2f31,2023-12-24,O,,free
ad3a5b5e-9185-4fa8-99fc-bf23024876c9,2024-10-08,M,EU,premium
333850d2-f9b0-430b-93bd-4c86497b3c12,2025-05-20,,EU,premium
693db039-e641-4fd8-9aab-c3e86cfc76ee,2024-02-14,O,LATAM,free
d6bed744-8f2e-419e-bbe1-fee45f11a8b7,2024-08-26,F,,premium
8c637cee-79f8-4444-9be3-2911a1a31dac,2024-07-21,M,EU,free
1f7912fa-c756-41e5-8a08-f49fb13b3bf3,2023-08-11,,EU,premium
66a4dca7-69a0-4236-9c43-b30a2afa1600,2024-02-20,F,APAC,premium
a4b737f1-4ed4-4754-a18c-8d9ff196a53f,2023-12-04,,,free
d7eb9ae9-935d-4be6-a7ca-65a93849d1a5,2025-04-29,M,EU,free
69e3d71a-9221-489f-8be7-26532f69c338,2024-05-19,O,LATAM,premium
bbce30db-e0d7-433c-a458-ef5f223e7e82,2024-09-29,O,LATAM,free
5eaa3aae-d1ff-4acb-b4b1-f1d202543b54,2025-01-20,F,,premium
b071e051-c464-4667-9dca-4609bb10ee4a,2024-07-22,F,,free
fd6cd19c-e466-4669-a071-e4ef61faa85d,2024-06-08,O,EU,free
5f49349c-4fd0-4a95-9ddd-24521367f7ac,2023-12-09,M,,free
da096318-c0c5-4c21-bdb7-497dd86e09bb,2024-12-29,,,free
14a2dfec-9fc0-4bed-a569-140fe92dd608,2023-08-29,F,EU,free
0fad64b8-d457-4f33-b20b-28e1b3d67972,2024-12-25,,,free
1fbd3504-bb77-4692-84b5-93734ad61e64,2025-05-03,M,EU,free
a6771ff0-38d9-48f0-a45e-68aa400548fe,2024-06-26,M,,premium
20aa9ffb-2cfd-4ff0-aa6c-d930006784d2,2024-07-15,M,APAC,free
5d7bb946-608c-4766-8550-f037aac8e33d,2024-01-11,O,,free
7a5ca1ff-28cf-408e-9b52-152f7b4e6c6b,2025-05-07,,,free
293ee765-ee6f-484a-889c-7cd72e9e05fb,2024-10-04,M,LATAM,free
3bd32167-c4b8-4c02-ab3e-930573314aa1,2024-03-23,F,,free
a8061f43-d53b-4f45-bf64-4d73bd862ca9,2025-05-21,M,,premium
92d9416a-295c-40c3-b8f9-1badc6e836d9,2023-08-16,M,,premium
108870d8-93be-4231-ad7f-b695f082d6b2,2025-03-12,M,,free
d914462e-a62f-4078-827f-c186a22be27f,2025-04-23,O,LATAM,free
4408a962-2b93-4030-9c5d-89c09e9deb28,2025-06-12,M,LATAM,free
9f5b88a7-3f1c-400b-8e08-c762ac02462c,2024-03-16,O,,free
c40f2efe-7685-4f7e-92ae-d82f2e908a22,2023-08-18,M,EU,free
749fc083-6541-4e41-9cdb-42b354e9322e,2024-09-30,,EU,free
c315eeca-f2a1-4bc2-93f8-7e5e491addee,2023-12-16,O,,premium
e0d56acc-6216-48f0-99d7-452e3eb6a520,2023-08-23,,APAC,premium
155cd610-2c83-4344-a00b-b5aedaa71d5d,2024-12-11,M,EU,free
a09c6e02-73f6-4a96-a007-45108d539322,2024-11-05,O,,free
a8a503fd-464f-4e3c-9fbf-aef0a39e9404,2024-08-26,F,LATAM,premium
cfb8c19e-c12d-4392-8866-b961e9d060b0,2024-11-04,M,,free
2b36aba0-2029-4f75-90ec-22aac2622bdd,2024-03-14,M,,free
c36669fb-701a-4527-bd3e-3afaeae4befe,2024-04-29,M,,free
b42ceb13-f7a8-4e24-829e-3e46e9902e27,2025-04-10,F,LATAM,free
b2b916f5-d65a-4975-ba8b-cc7a60e101e1,2025-05-06,F,APAC,free
a22ddaf3-7f1f-4b72-a883-9d30011380ad,2025-05-04,F,,premium
dee2c422-778b-4b4a-ad5f-76074c594886,2025-03-01,M,EU,free
a6ba81f5-d7b0-4b4d-bb6e-93194f1fce41,2023-07-10,M,EU,free
01d4a60b-33dc-491d-80c3-1b9c6a60e181,2024-06-25,M,,premium
a0458a72-81ad-41f1-b089-ff65e8be135b,2025-02-14,F,EU,free
644dea27-5291-40ee-a1c4-0508260bb708,2024-04-29,F,,free
29529385-cf12-4fcb-b7b9-9068d24dc7c5,2024-05-23,F,,free
df106352-8775-4023-b60e-a9648a5f3b45,2024-08-24,F,APAC,free
c38a3074-d91c-41d3-8462-4212e00f624e,2023-10-12,M,EU,premium
4b162766-ab94-4d5c-947a-c108ced1ae3c,2023-09-15,F,,free
15ab6b64-38bf-45c9-820b-0577781bcef9,2023-11-22,O,LATAM,free
105c0e2a-482f-43b4-97a1-bbbb614ba8ff,2024-04-29,F,,free
7247b27d-b521-42fa-be2c-15429c2e58b9,2024-03-10,O,,premium
eb6222d6-0918-4443-818d-f4af4ca58014,2023-11-20,O,,free
ac0abdd1-8110-41e3-9868-a54be66eea55,2025-05-15,M,LATAM,free
6967833c-e42e-4503-847e-2920c66e7e4e,2024-07-19,F,,premium
16744c72-bac6-4008-9e21-31b9a33dc3af,2024-08-30,O,EU,premium
539ec0c6-4090-43dc-92ac-e932d82e0856,2025-04-06,O,EU,free
60882cb8-1833-4136-9811-317748517d97,2024-09-15,F,LATAM,free
bd497cb4-1bdc-495c-bf91-ca64c7bf809f,2023-08-07,,,free
8674eb77-d3b7-4e9d-9b78-d9ba38791ec2,2025-05-22,,APAC,free
4da21c20-e8b1-4819-b308-a7356e7dbe82,2024-08-14,M,APAC,free
054c18d2-2a34-44a7-84e4-ebf8813f62e0,2024-08-26,O,,free
6daa980f-0730-4909-9600-7a5e51e0ae14,2023-06-20,F,,premium
04b154e5-7fc7-496b-a75b-f68734227bd8,2024-08-16,F,,free
87b2704c-710a-4385-abd7-d71c8227dcd6,2024-02-01,,APAC,premium
d52552d7-ce3a-4639-9035-ef357087f0f5,2024-09-01,,APAC,free
3a974fe7-4b00-47ed-b2a3-8a691d493e07,2024-03-30,O,,premium
b8935808-6173-41b8-a42e-f51bf13c06dc,2024-04-15,M,,premium
c817367a-3341-4639-b785-d95ffb90d52d,2024-10-30,M,,free
19818d17-31e5-4e8b-b3d6-17e71c8dad7e,2023-07-29,M,EU,premium
51a6930a-8854-4d41-8fe5-10f9c4e67618,2025-03-17,F,,free
3a9b8207-25c8-414c-8dd7-a5396a212a11,2024-01-09,M,LATAM,premium
76b7ec01-13ac-4c80-bf02-900c4e8e26af,2023-08-26,F,EU,free
dc874ee3-d933-4c63-bb0d-cd566767a57e,2023-12-18,O,,free
4c77ea79-1fe3-4a99-92f6-55b94d709d4f,2024-11-18,,LATAM,premium
a263e04a-ba34-443d-b434-7f2f2f3f8459,2023-12-10,,LATAM,premium
fabe4262-f0a5-464c-b725-e38bdc45a70d,2024-02-06,M,,free
159b4663-0654-451b-be74-4c1c7847490b,2024-02-13,,EU,free
